"","SCC","EI.Sector","Short.Name","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four"
"8735","30905210","Industrial Processes - NEC","Fabricated Metal /Gas Metal Arc Welding /ER1260 Electrode","Industrial Processes","Fabricated Metal Products","Gas Metal Arc Welding (GMAW)","ER1260 Electrode"
"8736","30905212","Industrial Processes - NEC","Fabricated Metal /Gas Metal Arc Welding /E308l Electrode","Industrial Processes","Fabricated Metal Products","Gas Metal Arc Welding (GMAW)","E308l Electrode"
"8737","30905220","Industrial Processes - NEC","Fabricated Metal /Gas Metal Arc Welding /ER316 Electrode","Industrial Processes","Fabricated Metal Products","Gas Metal Arc Welding (GMAW)","ER316 Electrode"
"8738","30905226","Industrial Processes - NEC","Fabricated Metal /Gas Metal Arc Welding /ER5154 Electrode","Industrial Processes","Fabricated Metal Products","Gas Metal Arc Welding (GMAW)","ER5154 Electrode"
"8739","30905254","Industrial Processes - NEC","Fabricated Metal /Gas Metal Arc Welding /E70S Electrode","Industrial Processes","Fabricated Metal Products","Gas Metal Arc Welding (GMAW)","E70S Electrode"
"8740","30905276","Industrial Processes - NEC","Fabricated Metal /Gas Metal Arc Welding /ERNiCrMo Electrode","Industrial Processes","Fabricated Metal Products","Gas Metal Arc Welding (GMAW)","ERNiCrMo Electrode"
"8741","30905280","Industrial Processes - NEC","Fabricated Metal /Gas Metal Arc Welding /ERNiCu Electrode","Industrial Processes","Fabricated Metal Products","Gas Metal Arc Welding (GMAW)","ERNiCu Electrode"
"8742","30905300","Industrial Processes - NEC","Fabricated Metal /Flux Cored Arc Welding /General","Industrial Processes","Fabricated Metal Products","Flux Cored Arc Welding (FCAW)","General"
"8743","30905306","Industrial Processes - NEC","Fabricated Metal /Flux Cored Arc Welding /E110 T5-K3 Electrode","Industrial Processes","Fabricated Metal Products","Flux Cored Arc Welding (FCAW)","E110 T5-K3 Electrode"
"8744","30905308","Industrial Processes - NEC","Fabricated Metal /Flux Cored Arc Welding /E11018 Electrode","Industrial Processes","Fabricated Metal Products","Flux Cored Arc Welding (FCAW)","E11018 Electrode"
"8745","30905312","Industrial Processes - NEC","Fabricated Metal /Flux Cored Arc Welding /E308LT Electrode","Industrial Processes","Fabricated Metal Products","Flux Cored Arc Welding (FCAW)","E308LT Electrode"
"8746","30905320","Industrial Processes - NEC","Fabricated Metal /Flux Cored Arc Welding /E316LT Electrode","Industrial Processes","Fabricated Metal Products","Flux Cored Arc Welding (FCAW)","E316LT Electrode"
"8747","30905354","Industrial Processes - NEC","Fabricated Metal /Flux Cored Arc Welding /E70T Electrode","Industrial Processes","Fabricated Metal Products","Flux Cored Arc Welding (FCAW)","E70T Electrode"
"8748","30905355","Industrial Processes - NEC","Fabricated Metal /Flux Cored Arc Welding /E71T Electrode","Industrial Processes","Fabricated Metal Products","Flux Cored Arc Welding (FCAW)","E71T Electrode"
"8749","30905400","Industrial Processes - NEC","Fabricated Metal /Submerged Arc Welding /General","Industrial Processes","Fabricated Metal Products","Submerged Arc Welding (SAW)","General"
"8750","30905410","Industrial Processes - NEC","Fabricated Metal /Submerged Arc Welding /EM12K Electrode","Industrial Processes","Fabricated Metal Products","Submerged Arc Welding (SAW)","EM12K Electrode"
"8751","30905500","Industrial Processes - NEC","Fabricated Metal /Electrogas Welding /General","Industrial Processes","Fabricated Metal Products","Electrogas Welding (EGW)","General"
"8752","30905600","Industrial Processes - NEC","Fabricated Metal /Electrostag Welding /General","Industrial Processes","Fabricated Metal Products","Electrostag Welding (ESW)","General"
"8753","30905800","Industrial Processes - NEC","Fabricated Metal /Gas Tungsten Arc Welding /General","Industrial Processes","Fabricated Metal Products","Gas Tungsten Arc Welding (GTAW)","General"
"8754","30905900","Industrial Processes - NEC","Fabricated Metal /Plasma Arc Welding (PAW) /General","Industrial Processes","Fabricated Metal Products","Plasma Arc Welding (PAW)","General"
"8755","30906001","Industrial Processes - NEC","Fabricated Metal /Porcelain Enamel-Ceramic Glaze Spraying /Spray Booth","Industrial Processes","Fabricated Metal Products","Porcelain Enamel/Ceramic Glaze Spraying","Spray Booth"
"8756","30906002","Industrial Processes - NEC","Fabricated Metal /Porcelain Enamel-Ceramic Glaze Spraying /Ceramic Glaze: Material Handling","Industrial Processes","Fabricated Metal Products","Porcelain Enamel/Ceramic Glaze Spraying","Ceramic Glaze: Material Handling"
"8757","30906003","Industrial Processes - NEC","Fabricated Metal /Porcelain Enamel-Ceramic Glaze Spraying /Ceramic Glaze: Solution Preparation","Industrial Processes","Fabricated Metal Products","Porcelain Enamel/Ceramic Glaze Spraying","Ceramic Glaze: Solution Preparation"
"8758","30906004","Industrial Processes - NEC","Fabricated Metal /Porcelain Enamel-Ceramic Glaze Spraying /Ceramic Glaze: Surface Preparation","Industrial Processes","Fabricated Metal Products","Porcelain Enamel/Ceramic Glaze Spraying","Ceramic Glaze: Surface Preparation"
"8759","30906005","Industrial Processes - NEC","Fabricated Metal /Porcelain Enamel-Ceramic Glaze Spraying /Ceramic Glaze: Plating","Industrial Processes","Fabricated Metal Products","Porcelain Enamel/Ceramic Glaze Spraying","Ceramic Glaze: Plating"
"8760","30906006","Industrial Processes - Storage and Transfer","Fabricated Metal /Porcelain Enamel-Ceramic Glaze Spraying /Ceramic Glaze: Storage","Industrial Processes","Fabricated Metal Products","Porcelain Enamel/Ceramic Glaze Spraying","Ceramic Glaze: Storage"
"8761","30906007","Industrial Processes - NEC","Fabricated Metal /Porcelain Enamel-Ceramic Glaze Spraying /Ceramic Glaze: Drying","Industrial Processes","Fabricated Metal Products","Porcelain Enamel/Ceramic Glaze Spraying","Ceramic Glaze: Drying"
"8762","30906099","Industrial Processes - NEC","Fabricated Metal /Porcelain Enamel-Ceramic Glaze Spraying /Spray Booth","Industrial Processes","Fabricated Metal Products","Porcelain Enamel/Ceramic Glaze Spraying","Spray Booth"
"8763","30980001","Industrial Processes - NEC","Fabricated Metal /Equipment Leaks /Equipment Leaks","Industrial Processes","Fabricated Metal Products","Equipment Leaks","Equipment Leaks"
"8764","30982001","Industrial Processes - NEC","Fabricated Metal /Wastewater, Aggregate /Process Area Drains","Industrial Processes","Fabricated Metal Products","Wastewater, Aggregate","Process Area Drains"
"8765","30982002","Industrial Processes - NEC","Fabricated Metal /Wastewater, Aggregate /Process Equipment Drains","Industrial Processes","Fabricated Metal Products","Wastewater, Aggregate","Process Equipment Drains"
"8766","30982599","Industrial Processes - NEC","Fabricated Metal /Wastewater, Pts of Generation /Specify Point of Generation","Industrial Processes","Fabricated Metal Products","Wastewater, Points of Generation","Specify Point of Generation"
"8767","30988801","Industrial Processes - NEC","Fabricated Metal /Fugitive Emissions /Specify in Comments Field","Industrial Processes","Fabricated Metal Products","Fugitive Emissions","Specify in Comments Field"
"8768","30988802","Industrial Processes - NEC","Fabricated Metal /Fugitive Emissions /Specify in Comments Field","Industrial Processes","Fabricated Metal Products","Fugitive Emissions","Specify in Comments Field"
"8769","30988803","Industrial Processes - NEC","Fabricated Metal /Fugitive Emissions /Specify in Comments Field","Industrial Processes","Fabricated Metal Products","Fugitive Emissions","Specify in Comments Field"
"8770","30988804","Industrial Processes - NEC","Fabricated Metal /Fugitive Emissions /Specify in Comments Field","Industrial Processes","Fabricated Metal Products","Fugitive Emissions","Specify in Comments Field"
"8771","30988805","Industrial Processes - NEC","Fabricated Metal /Fugitive Emissions /Specify in Comments Field","Industrial Processes","Fabricated Metal Products","Fugitive Emissions","Specify in Comments Field"
"8772","30988806","Industrial Processes - NEC","Fabricated Metal /Fugitive Emissions /Other Not Classified","Industrial Processes","Fabricated Metal Products","Fugitive Emissions","Other Not Classified"
"8773","30990001","Industrial Processes - NEC","Fabricated Metal /Fuel Fired Equipment /Distillate Oil (No. 2): Process Heaters","Industrial Processes","Fabricated Metal Products","Fuel Fired Equipment","Distillate Oil (No. 2): Process Heaters"
"8774","30990002","Industrial Processes - NEC","Fabricated Metal /Fuel Fired Equipment /Residual Oil: Process Heaters","Industrial Processes","Fabricated Metal Products","Fuel Fired Equipment","Residual Oil: Process Heaters"
"8775","30990003","Industrial Processes - NEC","Fabricated Metal /Fuel Fired Equipment /Natural Gas: Process Heaters","Industrial Processes","Fabricated Metal Products","Fuel Fired Equipment","Natural Gas: Process Heaters"
"8776","30990011","Industrial Processes - NEC","Fabricated Metal /Fuel Fired Equipment /Distillate Oil (No. 2): Incinerators","Industrial Processes","Fabricated Metal Products","Fuel Fired Equipment","Distillate Oil (No. 2): Incinerators"
"8777","30990012","Industrial Processes - NEC","Fabricated Metal /Fuel Fired Equipment /Residual Oil: Incinerators","Industrial Processes","Fabricated Metal Products","Fuel Fired Equipment","Residual Oil: Incinerators"
"8778","30990013","Industrial Processes - NEC","Fabricated Metal /Fuel Fired Equipment /Natural Gas: Incinerators","Industrial Processes","Fabricated Metal Products","Fuel Fired Equipment","Natural Gas: Incinerators"
"8779","30990023","Industrial Processes - NEC","Fabricated Metal /Fuel Fired Equipment /Natural Gas: Flares","Industrial Processes","Fabricated Metal Products","Fuel Fired Equipment","Natural Gas: Flares"
"8780","30999997","Industrial Processes - NEC","Fabricated Metal /Other Not Classified","Industrial Processes","Fabricated Metal Products","Other Not Classified","Other Not Classified"
"8781","30999998","Industrial Processes - NEC","Fabricated Metal /Other Not Classified","Industrial Processes","Fabricated Metal Products","Other Not Classified","Other Not Classified"
"8782","30999999","Industrial Processes - NEC","Fabricated Metal /Other Not Classified","Industrial Processes","Fabricated Metal Products","Other Not Classified","Other Not Classified"
"8783","31000101","Industrial Processes - Oil & Gas Production","Crude Oil Production /Complete Well: Fugitive Emissions","Industrial Processes","Oil and Gas Production","Crude Oil Production","Complete Well: Fugitive Emissions"
"8784","31000102","Industrial Processes - Oil & Gas Production","Crude Oil Production /Miscellaneous Well: General","Industrial Processes","Oil and Gas Production","Crude Oil Production","Miscellaneous Well: General"
"8785","31000103","Industrial Processes - Oil & Gas Production","Crude Oil Production /Wells: Rod Pumps","Industrial Processes","Oil and Gas Production","Crude Oil Production","Wells: Rod Pumps"
"8786","31000104","Industrial Processes - Storage and Transfer","Crude Oil Production /Crude Oil Sumps","Industrial Processes","Oil and Gas Production","Crude Oil Production","Crude Oil Sumps"
"8787","31000105","Industrial Processes - Storage and Transfer","Crude Oil Production /Crude Oil Pits","Industrial Processes","Oil and Gas Production","Crude Oil Production","Crude Oil Pits"
"8788","31000106","Industrial Processes - Storage and Transfer","Crude Oil Production /Enhanced Wells, Water Reinjection","Industrial Processes","Oil and Gas Production","Crude Oil Production","Enhanced Wells, Water Reinjection"
"8789","31000107","Industrial Processes - Oil & Gas Production","Crude Oil Production /Oil/Gas/Water/Separation","Industrial Processes","Oil and Gas Production","Crude Oil Production","Oil/Gas/Water/Separation"
"8790","31000108","Industrial Processes - Storage and Transfer","Crude Oil Production /Evaporation from Liquid Leaks into Oil Well Cellars","Industrial Processes","Oil and Gas Production","Crude Oil Production","Evaporation from Liquid Leaks into Oil Well Cellars"
"8791","31000121","Industrial Processes - Oil & Gas Production","Crude Oil Production /Site Preparation","Industrial Processes","Oil and Gas Production","Crude Oil Production","Site Preparation"
"8792","31000122","Industrial Processes - Oil & Gas Production","Crude Oil Production /Drilling and Well Completion","Industrial Processes","Oil and Gas Production","Crude Oil Production","Drilling and Well Completion"
"8793","31000123","Industrial Processes - Oil & Gas Production","Crude Oil Production /Well Casing Vents","Industrial Processes","Oil and Gas Production","Crude Oil Production","Well Casing Vents"
"8794","31000124","Industrial Processes - Oil & Gas Production","Crude Oil Production /Valves: General","Industrial Processes","Oil and Gas Production","Crude Oil Production","Valves: General"
"8795","31000125","Industrial Processes - Oil & Gas Production","Crude Oil Production /Relief Valves","Industrial Processes","Oil and Gas Production","Crude Oil Production","Relief Valves"
"8796","31000126","Industrial Processes - Oil & Gas Production","Crude Oil Production /Pump Seals","Industrial Processes","Oil and Gas Production","Crude Oil Production","Pump Seals"
"8797","31000127","Industrial Processes - Oil & Gas Production","Crude Oil Production /Flanges and Connections","Industrial Processes","Oil and Gas Production","Crude Oil Production","Flanges and Connections"
"8798","31000128","Industrial Processes - Oil & Gas Production","Crude Oil Production /Oil Heating","Industrial Processes","Oil and Gas Production","Crude Oil Production","Oil Heating"
"8799","31000129","Industrial Processes - Oil & Gas Production","Crude Oil Production /Gas/Liquid Separation","Industrial Processes","Oil and Gas Production","Crude Oil Production","Gas/Liquid Separation"
"8800","31000130","Industrial Processes - Oil & Gas Production","Crude Oil Production /Fugitives: Compressor Seals","Industrial Processes","Oil and Gas Production","Crude Oil Production","Fugitives: Compressor Seals"
"8801","31000131","Industrial Processes - Oil & Gas Production","Crude Oil Production /Fugitives: Drains","Industrial Processes","Oil and Gas Production","Crude Oil Production","Fugitives: Drains"
"8802","31000132","Industrial Processes - Oil & Gas Production","Crude Oil Production /Atmospheric Wash Tank (2nd Stage of Gas-Oil Separation): Flashing Loss","Industrial Processes","Oil and Gas Production","Crude Oil Production","Atmospheric Wash Tank (2nd Stage of Gas-Oil Separation): Flashing Loss"
"8803","31000140","Industrial Processes - Storage and Transfer","Crude Oil Production /Waste Sumps: Primary Light Crude","Industrial Processes","Oil and Gas Production","Crude Oil Production","Waste Sumps: Primary Light Crude"
"8804","31000141","Industrial Processes - Storage and Transfer","Crude Oil Production /Waste Sumps: Primary Heavy Crude","Industrial Processes","Oil and Gas Production","Crude Oil Production","Waste Sumps: Primary Heavy Crude"
"8805","31000142","Industrial Processes - Storage and Transfer","Crude Oil Production /Waste Sumps: Secondary Light Crude","Industrial Processes","Oil and Gas Production","Crude Oil Production","Waste Sumps: Secondary Light Crude"
"8806","31000143","Industrial Processes - Storage and Transfer","Crude Oil Production /Waste Sumps: Secondary Heavy Crude","Industrial Processes","Oil and Gas Production","Crude Oil Production","Waste Sumps: Secondary Heavy Crude"
"8807","31000144","Industrial Processes - Storage and Transfer","Crude Oil Production /Waste Sumps: Tertiary Light Crude","Industrial Processes","Oil and Gas Production","Crude Oil Production","Waste Sumps: Tertiary Light Crude"
"8808","31000145","Industrial Processes - Storage and Transfer","Crude Oil Production /Waste Sumps: Tertiary Heavy Crude","Industrial Processes","Oil and Gas Production","Crude Oil Production","Waste Sumps: Tertiary Heavy Crude"
"8809","31000146","Industrial Processes - Oil & Gas Production","Crude Oil Production /Gathering Lines","Industrial Processes","Oil and Gas Production","Crude Oil Production","Gathering Lines"
"8810","31000160","Industrial Processes - Oil & Gas Production","Crude Oil Production /Flares","Industrial Processes","Oil and Gas Production","Crude Oil Production","Flares"
"8811","31000199","Industrial Processes - Oil & Gas Production","Crude Oil Production /Processing Operations: Not Classified","Industrial Processes","Oil and Gas Production","Crude Oil Production","Processing Operations: Not Classified"
"8812","31000201","Industrial Processes - Oil & Gas Production","Natural Gas Production /Gas Sweetening: Amine Process","Industrial Processes","Oil and Gas Production","Natural Gas Production","Gas Sweetening: Amine Process"
"8813","31000202","Industrial Processes - Oil & Gas Production","Natural Gas Production /Gas Stripping Operations","Industrial Processes","Oil and Gas Production","Natural Gas Production","Gas Stripping Operations"
"8814","31000203","Industrial Processes - Oil & Gas Production","Natural Gas Production /Compressors","Industrial Processes","Oil and Gas Production","Natural Gas Production","Compressors"
"8815","31000204","Industrial Processes - Oil & Gas Production","Natural Gas Production /Wells","Industrial Processes","Oil and Gas Production","Natural Gas Production","Wells"
"8816","31000205","Industrial Processes - Oil & Gas Production","Natural Gas Production /Flares","Industrial Processes","Oil and Gas Production","Natural Gas Production","Flares"
"8817","31000206","Industrial Processes - Oil & Gas Production","Natural Gas Production /Gas Lift","Industrial Processes","Oil and Gas Production","Natural Gas Production","Gas Lift"
"8818","31000207","Industrial Processes - Oil & Gas Production","Natural Gas Production /Valves: Fugitive Emissions","Industrial Processes","Oil and Gas Production","Natural Gas Production","Valves: Fugitive Emissions"
"8819","31000208","Industrial Processes - Oil & Gas Production","Natural Gas Production /Sulfur Recovery Unit","Industrial Processes","Oil and Gas Production","Natural Gas Production","Sulfur Recovery Unit"
"8820","31000209","Industrial Processes - Oil & Gas Production","Natural Gas Production /Incinerators Burning Waste Gas or Augmented Waste Gas","Industrial Processes","Oil and Gas Production","Natural Gas Production","Incinerators Burning Waste Gas or Augmented Waste Gas"
"8821","31000211","Industrial Processes - Oil & Gas Production","Natural Gas Production /Pipeline Pigging (releases during pig removal)","Industrial Processes","Oil and Gas Production","Natural Gas Production","Pipeline Pigging (releases during pig removal)"
"8822","31000215","Industrial Processes - Oil & Gas Production","Natural Gas Production /Flares Combusting Gases :1000 BTU/scf","Industrial Processes","Oil and Gas Production","Natural Gas Production","Flares Combusting Gases :1000 BTU/scf"
"8823","31000216","Industrial Processes - Oil & Gas Production","Natural Gas Production /Flares Combusting Gases <1000 BTU/scf","Industrial Processes","Oil and Gas Production","Natural Gas Production","Flares Combusting Gases <1000 BTU/scf"
"8824","31000220","Industrial Processes - Oil & Gas Production","Natural Gas Production /All Equipt Leak Fugitives (Valves, Flanges, Connections, Seals, Drains","Industrial Processes","Oil and Gas Production","Natural Gas Production","All Equipt Leak Fugitives (Valves, Flanges, Connections, Seals, Drains"
"8825","31000221","Industrial Processes - Oil & Gas Production","Natural Gas Production /Site Preparation","Industrial Processes","Oil and Gas Production","Natural Gas Production","Site Preparation"
"8826","31000222","Industrial Processes - Oil & Gas Production","Natural Gas Production /Drilling and Well Completion","Industrial Processes","Oil and Gas Production","Natural Gas Production","Drilling and Well Completion"
"8827","31000223","Industrial Processes - Oil & Gas Production","Natural Gas Production /Relief Valves","Industrial Processes","Oil and Gas Production","Natural Gas Production","Relief Valves"
"8828","31000224","Industrial Processes - Oil & Gas Production","Natural Gas Production /Pump Seals","Industrial Processes","Oil and Gas Production","Natural Gas Production","Pump Seals"
"8829","31000225","Industrial Processes - Oil & Gas Production","Natural Gas Production /Compressor Seals","Industrial Processes","Oil and Gas Production","Natural Gas Production","Compressor Seals"
"8830","31000226","Industrial Processes - Oil & Gas Production","Natural Gas Production /Flanges and Connections","Industrial Processes","Oil and Gas Production","Natural Gas Production","Flanges and Connections"
"8831","31000227","Industrial Processes - Oil & Gas Production","Natural Gas Production /Glycol Dehydrator Reboiler Still Stack","Industrial Processes","Oil and Gas Production","Natural Gas Production","Glycol Dehydrator Reboiler Still Stack"
"8832","31000228","Industrial Processes - Oil & Gas Production","Natural Gas Production /Glycol Dehydrator Reboiler Burner","Industrial Processes","Oil and Gas Production","Natural Gas Production","Glycol Dehydrator Reboiler Burner"
"8833","31000229","Industrial Processes - Oil & Gas Production","Natural Gas Production /Gathering Lines","Industrial Processes","Oil and Gas Production","Natural Gas Production","Gathering Lines"
"8834","31000230","Industrial Processes - Oil & Gas Production","Natural Gas Production /Hydrocarbon Skimmer","Industrial Processes","Oil and Gas Production","Natural Gas Production","Hydrocarbon Skimmer"
"8835","31000231","Industrial Processes - Oil & Gas Production","Natural Gas Production /Fugitives: Drains","Industrial Processes","Oil and Gas Production","Natural Gas Production","Fugitives: Drains"
"8836","31000299","Industrial Processes - Oil & Gas Production","Natural Gas Production /Other Not Classified","Industrial Processes","Oil and Gas Production","Natural Gas Production","Other Not Classified"
"8837","31000301","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Glycol Dehydrators: Reboiler Still Vent: Triethylene Glycol","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Glycol Dehydrators: Reboiler Still Vent: Triethylene Glycol"
"8838","31000302","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Glycol Dehydrators: Reboiler Burner Stack: Triethylene Glycol","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Glycol Dehydrators: Reboiler Burner Stack: Triethylene Glycol"
"8839","31000303","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Glycol Dehydrators: Phase Separator Vent: Triethylene Glycol","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Glycol Dehydrators: Phase Separator Vent: Triethylene Glycol"
"8840","31000304","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Glycol Dehydrators: Ethylene Glycol: General","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Glycol Dehydrators: Ethylene Glycol: General"
"8841","31000305","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Gas Sweeting: Amine Process","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Gas Sweeting: Amine Process"
"8842","31000306","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Process Valves","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Process Valves"
"8843","31000307","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Relief Valves","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Relief Valves"
"8844","31000308","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Open-ended Lines","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Open-ended Lines"
"8845","31000309","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Compressor Seals","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Compressor Seals"
"8846","31000310","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Pump Seals","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Pump Seals"
"8847","31000311","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Flanges and Connections","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Flanges and Connections"
"8848","31000321","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Glycol Dehydrators: Niagaran Formation (Mich.)","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Glycol Dehydrators: Niagaran Formation (Mich.)"
"8849","31000322","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Glycol Dehydrators: Prairie du Chien Formation (Mich.)","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Glycol Dehydrators: Prairie du Chien Formation (Mich.)"
"8850","31000323","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Glycol Dehydrators: Antrim Formation (Mich.)","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Glycol Dehydrators: Antrim Formation (Mich.)"
"8851","31000324","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Pneumatic Controllers Low Bleed","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Pneumatic Controllers Low Bleed"
"8852","31000325","Industrial Processes - Oil & Gas Production","Natural Gas Proc Facilities /Pneumatic Controllers High Bleed >6 scfm","Industrial Processes","Oil and Gas Production","Natural Gas Processing Facilities","Pneumatic Controllers High Bleed >6 scfm"
"8853","31000401","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Process Heaters /Distillate Oil (No. 2)","Industrial Processes","Oil and Gas Production","Process Heaters","Distillate Oil (No. 2)"
"8854","31000402","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Process Heaters /Residual Oil","Industrial Processes","Oil and Gas Production","Process Heaters","Residual Oil"
"8855","31000403","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Process Heaters /Crude Oil","Industrial Processes","Oil and Gas Production","Process Heaters","Crude Oil"
"8856","31000404","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Process Heaters /Natural Gas","Industrial Processes","Oil and Gas Production","Process Heaters","Natural Gas"
"8857","31000405","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Process Heaters /Process Gas","Industrial Processes","Oil and Gas Production","Process Heaters","Process Gas"
"8858","31000406","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Process Heaters /Propane/Butane","Industrial Processes","Oil and Gas Production","Process Heaters","Propane/Butane"
"8859","31000411","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Process Heaters /Distillate Oil (No. 2): Steam Generators","Industrial Processes","Oil and Gas Production","Process Heaters","Distillate Oil (No. 2): Steam Generators"
"8860","31000412","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Process Heaters /Residual Oil: Steam Generators","Industrial Processes","Oil and Gas Production","Process Heaters","Residual Oil: Steam Generators"
"8861","31000413","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Process Heaters /Crude Oil: Steam Generators","Industrial Processes","Oil and Gas Production","Process Heaters","Crude Oil: Steam Generators"
"8862","31000414","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Process Heaters /Natural Gas: Steam Generators","Industrial Processes","Oil and Gas Production","Process Heaters","Natural Gas: Steam Generators"
"8863","31000415","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Process Heaters /Process Gas: Steam Generators","Industrial Processes","Oil and Gas Production","Process Heaters","Process Gas: Steam Generators"
"8864","31000501","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Liquid Waste Treatment /Floatation Units","Industrial Processes","Oil and Gas Production","Liquid Waste Treatment","Floatation Units"
"8865","31000502","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Liquid Waste Treatment /Liquid - Liquid Separator","Industrial Processes","Oil and Gas Production","Liquid Waste Treatment","Liquid - Liquid Separator"
"8866","31000503","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Liquid Waste Treatment /Oil-Water Separator","Industrial Processes","Oil and Gas Production","Liquid Waste Treatment","Oil-Water Separator"
"8867","31000504","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Liquid Waste Treatment /Oil-Sludge-Waste Water Pit","Industrial Processes","Oil and Gas Production","Liquid Waste Treatment","Oil-Sludge-Waste Water Pit"
"8868","31000505","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Liquid Waste Treatment /Sand Filter Operation","Industrial Processes","Oil and Gas Production","Liquid Waste Treatment","Sand Filter Operation"
"8869","31000506","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Liquid Waste Treatment /Oil-Water Separation Wastewater Holding Tanks","Industrial Processes","Oil and Gas Production","Liquid Waste Treatment","Oil-Water Separation Wastewater Holding Tanks"
"8870","31088801","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Fugitive Emissions /Specify in Comments Field","Industrial Processes","Oil and Gas Production","Fugitive Emissions","Specify in Comments Field"
"8871","31088802","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Fugitive Emissions /Specify in Comments Field","Industrial Processes","Oil and Gas Production","Fugitive Emissions","Specify in Comments Field"
"8872","31088803","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Fugitive Emissions /Specify in Comments Field","Industrial Processes","Oil and Gas Production","Fugitive Emissions","Specify in Comments Field"
"8873","31088804","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Fugitive Emissions /Specify in Comments Field","Industrial Processes","Oil and Gas Production","Fugitive Emissions","Specify in Comments Field"
"8874","31088805","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Fugitive Emissions /Specify in Comments Field","Industrial Processes","Oil and Gas Production","Fugitive Emissions","Specify in Comments Field"
"8875","31088811","Industrial Processes - Oil & Gas Production","Oil&Gas Prod /Fugitive Emissions /Fugitive Emissions","Industrial Processes","Oil and Gas Production","Fugitive Emissions","Fugitive Emissions"
"8876","31100101","Dust - Construction Dust","Construction /Construction: Building Contractors /Site Preparation: Topsoil Removal","Industrial Processes","Building Construction","Construction: Building Contractors","Site Preparation: Topsoil Removal"
"8877","31100102","Dust - Construction Dust","Construction /Construction: Building Contractors /Site Preparation: Earth Moving (Cut and Fill)","Industrial Processes","Building Construction","Construction: Building Contractors","Site Preparation: Earth Moving (Cut and Fill)"
"8878","31100103","Dust - Construction Dust","Construction /Construction: Building Contractors /Site Preparation: Aggregate Hauling (On Dirt)","Industrial Processes","Building Construction","Construction: Building Contractors","Site Preparation: Aggregate Hauling (On Dirt)"
"8879","31100199","Dust - Construction Dust","Construction /Construction: Building Contractors /Other Not Classified","Industrial Processes","Building Construction","Construction: Building Contractors","Other Not Classified"
